0,1,"Stat: AC vs. Damage Type Modifier [0]","AC Modifier","Type","Applies the modifier value specified by the 'AC Modifier' field to the category specified by the 'Type' field.

Known values for 'Type' are:
0   All Weapons
1   Blunt Weapons
2   Missile Weapons
4   Piercing Weapons
8   Slashing Weapons
16  Base AC setting (sets the targets AC to the value specified by the 'AC Modifier' field. If the targets AC is already 'AC Modifier' or below, this effect will do nothing)."
1,2,"Stat: Attacks Per Round Modifier [1]","Key Modifier","Type","Alters a characters Attacks per Round, by changing the Key by the modifier value specified by the 'Key Value' field, in the style specified by 'Type' field.

Key     Attacks Per Round
1        1
2        2
3        3
4        4
5        5
6        0.5
7        1.5
8        2.5
9        3.5
10      4.5

Known values for 'Type' are:
0   Cumulative Modifier -> Key = Key + 'Key Modifier' value
1   Flat Value Modifier -> Key = 'Key Modifier' value
2   Percentage Modifier -> Key = (Key * 'Key Modifier' value) / 100
NB:Other values crash the engine."
2,2,"Cure: Sleep [2]","Irrelevant","Irrelevant","This effect cures STATE_SLEEPING (1) preset in the creature.
This effect ignores durations attributed to it."
3,1,"State: Berserking [3]","Irrelevant","Irrelevant","Applies the berserk effect to the targetted creature(s).
Both parameters should be 0 (zero)."
4,2,"Cure: Berserking [4]","Irrelevant","Irrelevant","This effect cures STATE_BERSERK (2) preset in a creature.
This effect has no duration."
5,4,"Charm: Charm Specific Creature [5]","General Type","Charm Type","Charms the targetted creature(s) according to value in the 'Charm Type' field, if the target is matched by the value in the 'General Type' field.

Known values for 'General Type' are (from General.ids):
0     GENERAL_ITEM
1     HUMANOID
2     ANIMAL
3     DEAD
4     UNDEAD
5     GIANTHUMANOID
6     FROZEN
101 WEAPON
102 ARMOR
103 AMULET
104 BELT
105 BOOTS
106 AMMO
107 HELMET
108 KEY
109 POTION
110 RING
111 SCROLL
112 SHIELD
113 GLOVES
255 MONSTER

Known values for 'Charm Type' are:
0    Charmed (Target neutral after effect ends)
1    Charmed (Target hostile after effect ends)
2    Dire charmed (Target neutral after effect ends)
3    Dire charmed (Target hostile after effect ends)
4    Controlled by Cleric
5    Target is hostile
1000 Charmed (no text) (Target neutral after effect ends)
1001 Charmed (no text) (Target hostile after effect ends)
1002 Dire charmed (no text) (Target neutral after effect ends)
1003 Dire charmed (no text) (Target hostile after effect ends)
1004 Controlled by Cleric (no text)
1005 Target is hostile (no text)"
6,1,"Stat: Charisma Modifier [6]","Statistic Modifier","Type","Applies the modifier value specified by the 'Statistic Modifier' field in the style specified by the 'Type' field.

Known values for 'Type' are:
0   Cumulative Modifier -> Charisma = Charisma + 'Statistic Modifier' value
1   Flat Value Modifier -> Charisma = 'Statistic Modifier' value
2   Percentage Modifier -> Charisma = (Charisma * 'Statistic Modifier' value) / 100

'Statistic Modifier' can be positive or negative.

With a Timing Modes of Permanent or Delayed, if 'Type' is 0 and 'Statistic Modifier' is positive, the statistic will alter and remain shown in white text, and a message 'Charisma raised permanently' will be shown.
With a Timing Modes of Permanent or Delayed, if 'Type' is 1 or 2, or 'Statistic Modifier' is negative, the statistic will alter and remain shown in white text, though no message is shown.
With all other Timing Modes, the statistic will alter and be shown in red text."
7,1,"Colour: Set Character colours by Palette [7]","Gradient Number","Location","Alters the colour of the area specified by the 'Location' field, to the colour gradient specified by the 'Gradient Number' field.

Known values for 'Location' are:
00   Belt Buckle (on armor) or amulets (on robes)
01   Minor colour
02   Major colour
03   Skin colour
04   Strap colour (on armor) or minor triming (on robes - the center strip down a robe and the hem on some robes)
05   Armor colour (and major triming on robe - cross trim and cape trim on  robe of archmagi)
06   Hair colour
16   Quillons or Crossguard
20   Grip (usually not visable as it's in the character's hand)
21   Blade or major portion of weapon
32   Shield hub
34   Shield panelling
37   Shield rim
48   Helm ornamentation - i.e. wings
49   Helm ornamentation - i.e. feathers/horsehair
50   Helm ornamentation - i.e. feathers/horsehair
52   Unknown but listed in helm01
53   Helm - the main covering"
8,3,"Colour: Change by RGB [8]","RGB colour","Location","Alters the colour of the area specified by the 'Location' field, to the colour specified by the 'RGB colour' field.

The 'RGB Colour' field is handled as follows:
Second byte = Red (0-255)
Third byte     = Green (0-255)
Fourth byte   = Blue (0-255)

Known values for 'Location' are:
00   Belt Buckle (on armor) or amulets (on robes) 
01   Minor colour
02   Major colour
03   Skin colour
04   Strap colour (on armor) or minor triming (on robes - the center strip down a robe and the hem on some robes)
05   Armor colour (and major triming on robe - cross trim and cape trim on  robe of archmagi)
06   Hair colour
16   Quillons or Crossguard
20   Grip (usually not visable as it's in the character's hand)
21   Blade or major portion of weapon
32   Shield hub
34   Shield panelling
37   Shield rim
48   Helm ornamentation - i.e. wings
49   Helm ornamentation - i.e. feathers/horsehair
50   Helm ornamentation - i.e. feathers/horsehair
52   Unknown but listed in helm01
53   Helm - the main covering"
9,2,"Colour: Glow Pulse [9]","RGB colour","Location and Speed","Pulses the area specified by the 'Location and Speed' field, at the rate specified by the 'Location and Speed' field, with the colour specified by the 'RGB colour' field.

The 'RGB Colour' field is handled as follows:
Second byte = Red (0-255)
Third byte     = Green (0-255)
Fourth byte   = Blue (0-255)

The 'Location' field is handled as follows:
First byte = Location
Third byte  = Speed (0-255)

A speed of 0 does not pulsate. A speed of 1 is fastest, and a speed of 255 is slowest.

Known values for 'Location' are:
00   Belt Buckle (on armor) or amulets (on robes) 
01   Minor colour
02   Major colour
03   Skin colour
04   Strap colour (on armor) or minor triming (on robes - the center strip down a robe and the hem on some robes)
05   Armor colour (and major triming on robe - cross trim and cape trim on  robe of archmagi)
06   Hair colour
16   Quillons or Crossguard
20   Grip (usually not visable as it's in the character's hand)
21   Blade or major portion of weapon
32   Shield hub
34   Shield panelling
37   Shield rim
48   Helm ornamentation - i.e. wings
49   Helm ornamentation - i.e. feathers/horsehair
50   Helm ornamentation - i.e. feathers/horsehair
52   Unknown but listed in helm01
53   Helm - the main covering"
